Jahr,Klassenstufe,Klasse,Aufgabe,Punkte
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,WWA,Bilder verschlüsseln,12
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,FFD,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,JZT,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,KHR,Bilder verschlüsseln,0
2024,Schuljahre 9 und 10,DSW,Bilder verschlüsseln,-4
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,-4
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,-4
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,-4
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,-4
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,-4
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,-4
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,-4
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,0
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,-4
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,0
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,12
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,12
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,-4
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,-4
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,12
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,-4
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,0
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,-4
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,-4
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,-4
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,-4
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,-4
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,-4
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,-4
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,0
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,0
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,-4
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,-4
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,-4
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,-4
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,-4
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,-4
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,-4
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,12
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,-4
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,-4
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,12
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,-4
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,-4
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,-4
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,0
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,-4
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,-4
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,WWA,Sonnige Tage,12
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,-4
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,FFD,Sonnige Tage,12
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,0
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,JZT,Sonnige Tage,12
2024,Schuljahre 9 und 10,KHR,Sonnige Tage,12
2024,Schuljahre 9 und 10,DSW,Sonnige Tage,12
2024,Schuljahre 9 und 10,KHR,Bälle,-4
2024,Schuljahre 9 und 10,KHR,Bälle,12
2024,Schuljahre 9 und 10,FFD,Bälle,12
2024,Schuljahre 9 und 10,JZT,Bälle,-4
2024,Schuljahre 9 und 10,JZT,Bälle,0
2024,Schuljahre 9 und 10,DSW,Bälle,12
2024,Schuljahre 9 und 10,JZT,Bälle,0
2024,Schuljahre 9 und 10,KHR,Bälle,12
2024,Schuljahre 9 und 10,DSW,Bälle,0
2024,Schuljahre 9 und 10,JZT,Bälle,0
2024,Schuljahre 9 und 10,WWA,Bälle,-4
2024,Schuljahre 9 und 10,WWA,Bälle,0
2024,Schuljahre 9 und 10,KHR,Bälle,0
2024,Schuljahre 9 und 10,WWA,Bälle,-4
2024,Schuljahre 9 und 10,FFD,Bälle,-4
2024,Schuljahre 9 und 10,KHR,Bälle,12
2024,Schuljahre 9 und 10,DSW,Bälle,-4
2024,Schuljahre 9 und 10,WWA,Bälle,12
2024,Schuljahre 9 und 10,FFD,Bälle,12
2024,Schuljahre 9 und 10,FFD,Bälle,0
2024,Schuljahre 9 und 10,FFD,Bälle,-4
2024,Schuljahre 9 und 10,DSW,Bälle,12
2024,Schuljahre 9 und 10,FFD,Bälle,0
2024,Schuljahre 9 und 10,FFD,Bälle,0
2024,Schuljahre 9 und 10,WWA,Bälle,0
2024,Schuljahre 9 und 10,JZT,Bälle,0
2024,Schuljahre 9 und 10,KHR,Bälle,12
2024,Schuljahre 9 und 10,FFD,Bälle,-4
2024,Schuljahre 9 und 10,DSW,Bälle,12
2024,Schuljahre 9 und 10,KHR,Bälle,0
2024,Schuljahre 9 und 10,JZT,Bälle,0
2024,Schuljahre 9 und 10,FFD,Bälle,-4
2024,Schuljahre 9 und 10,DSW,Bälle,-4
2024,Schuljahre 9 und 10,DSW,Bälle,12
2024,Schuljahre 9 und 10,DSW,Bälle,12
2024,Schuljahre 9 und 10,FFD,Bälle,12
2024,Schuljahre 9 und 10,JZT,Bälle,0
2024,Schuljahre 9 und 10,JZT,Bälle,12
2024,Schuljahre 9 und 10,KHR,Bälle,12
2024,Schuljahre 9 und 10,KHR,Bälle,0
2024,Schuljahre 9 und 10,FFD,Bälle,12
2024,Schuljahre 9 und 10,DSW,Bälle,-4
2024,Schuljahre 9 und 10,WWA,Bälle,-4
2024,Schuljahre 9 und 10,WWA,Bälle,0
2024,Schuljahre 9 und 10,KHR,Bälle,-4
2024,Schuljahre 9 und 10,DSW,Bälle,12
2024,Schuljahre 9 und 10,WWA,Bälle,-4
2024,Schuljahre 9 und 10,WWA,Bälle,12
2024,Schuljahre 9 und 10,WWA,Bälle,0
2024,Schuljahre 9 und 10,JZT,Bälle,0
2024,Schuljahre 9 und 10,JZT,Bälle,0
2024,Schuljahre 9 und 10,WWA,Bälle,-4
2024,Schuljahre 9 und 10,WWA,Bälle,-4
2024,Schuljahre 9 und 10,KHR,Bälle,-4
2024,Schuljahre 9 und 10,FFD,Bälle,-4
2024,Schuljahre 9 und 10,JZT,Bälle,-4
2024,Schuljahre 9 und 10,WWA,Bälle,-4
2024,Schuljahre 9 und 10,FFD,Bälle,12
2024,Schuljahre 9 und 10,WWA,Bälle,12
2024,Schuljahre 9 und 10,JZT,Bälle,0
2024,Schuljahre 9 und 10,JZT,Bälle,12
2024,Schuljahre 9 und 10,DSW,Bälle,-4
2024,Schuljahre 9 und 10,WWA,Bälle,0
2024,Schuljahre 9 und 10,FFD,Bälle,0
2024,Schuljahre 9 und 10,KHR,Bälle,0
2024,Schuljahre 9 und 10,KHR,Bälle,0
2024,Schuljahre 9 und 10,KHR,Bälle,0
2024,Schuljahre 9 und 10,WWA,Bälle,12
2024,Schuljahre 9 und 10,WWA,Bälle,-4
2024,Schuljahre 9 und 10,FFD,Bälle,12
2024,Schuljahre 9 und 10,WWA,Bälle,-4
2024,Schuljahre 9 und 10,WWA,Bälle,-4
2024,Schuljahre 9 und 10,WWA,Bälle,0
2024,Schuljahre 9 und 10,JZT,Bälle,0
2024,Schuljahre 9 und 10,JZT,Bälle,-4
2024,Schuljahre 9 und 10,FFD,Bälle,12
2024,Schuljahre 9 und 10,FFD,Bälle,-4
2024,Schuljahre 9 und 10,DSW,Bälle,12
2024,Schuljahre 9 und 10,WWA,Bälle,-4
2024,Schuljahre 9 und 10,KHR,Bälle,-4
2024,Schuljahre 9 und 10,JZT,Bälle,-4
2024,Schuljahre 9 und 10,FFD,Bälle,-4
2024,Schuljahre 9 und 10,JZT,Bälle,12
2024,Schuljahre 9 und 10,FFD,Bälle,12
2024,Schuljahre 9 und 10,DSW,Bälle,12
2024,Schuljahre 9 und 10,KHR,Bälle,0
2024,Schuljahre 9 und 10,FFD,Bälle,12
2024,Schuljahre 9 und 10,WWA,Bälle,12
2024,Schuljahre 9 und 10,DSW,Bälle,0
2024,Schuljahre 9 und 10,FFD,Bälle,12
2024,Schuljahre 9 und 10,FFD,Bälle,-4
2024,Schuljahre 9 und 10,DSW,Bälle,-4
2024,Schuljahre 9 und 10,KHR,Bälle,-4
2024,Schuljahre 9 und 10,JZT,Bälle,0
2024,Schuljahre 9 und 10,DSW,Bälle,-4
2024,Schuljahre 9 und 10,FFD,Bälle,12
2024,Schuljahre 9 und 10,WWA,Bälle,12
2024,Schuljahre 9 und 10,FFD,Bälle,0
2024,Schuljahre 9 und 10,WWA,Bälle,-4
2024,Schuljahre 9 und 10,JZT,Bälle,0
2024,Schuljahre 9 und 10,JZT,Bälle,0
2024,Schuljahre 9 und 10,DSW,Bälle,-4
2024,Schuljahre 9 und 10,WWA,Bälle,12
2024,Schuljahre 9 und 10,KHR,Bälle,0
2024,Schuljahre 9 und 10,KHR,Bälle,0
2024,Schuljahre 9 und 10,DSW,Bälle,12
2024,Schuljahre 9 und 10,FFD,Bälle,0
2024,Schuljahre 9 und 10,DSW,Bälle,-4
2024,Schuljahre 9 und 10,KHR,Bälle,0
2024,Schuljahre 9 und 10,DSW,Bälle,12
2024,Schuljahre 9 und 10,JZT,Bälle,-4
2024,Schuljahre 9 und 10,JZT,Bälle,0
2024,Schuljahre 9 und 10,KHR,Bälle,0
2024,Schuljahre 9 und 10,DSW,Bälle,12
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,0
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,0
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,12
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,12
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,12
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,0
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,12
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,12
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,0
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,0
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,12
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,12
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,12
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,0
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,12
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,0
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,0
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,0
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,12
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,0
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,12
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,12
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,12
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,12
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,0
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,12
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,12
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,12
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,0
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,12
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,0
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,12
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,12
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,12
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,12
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,12
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,12
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,0
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,12
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,12
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,0
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,12
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,12
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,12
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,12
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,12
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,12
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,12
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,12
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,12
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,12
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,12
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,12
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,12
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,12
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,12
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,12
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,12
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,0
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,12
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,12
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,12
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,12
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,0
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,WWA,Baustein-Maschine,12
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,12
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,12
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,12
2024,Schuljahre 9 und 10,FFD,Baustein-Maschine,12
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,0
2024,Schuljahre 9 und 10,DSW,Baustein-Maschine,-4
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,0
2024,Schuljahre 9 und 10,JZT,Baustein-Maschine,0
2024,Schuljahre 9 und 10,KHR,Baustein-Maschine,0
